,Brand,Specs,Price
159,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 2.4 inch Display Screen, 0.8 mp Camera ...","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) Display
0.8MP + 0.8MP
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹1,289"
160,"MOTOROLA e40 (Pink Clay, 64 GB)","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) HD+ Display
48MP + 2MP + 2MP | 8MP Front Camera
5000 mAh Battery
UNISOC T700 Processor
1 Year on Handset and 6 Months on Accessories","₹9,999"
161,"Infinix Note 11 (Glacier Green, 128 GB)","6 GB RAM | 128 GB ROM | Expandable Upto 512 GB
17.02 cm (6.7 inch) Full HD+ AMOLED Display
50 MP + 2 MP Depth Lens + AI Lens | 16MP Front Camera
5000 mAh Li-ion Polymer Battery
Mediatek Helio G88 Processor
1 Year on Handset and 6 Months on Accessories","₹14,499"
162,"SAMSUNG Galaxy M32 5G (Slate Black, 128 GB)","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) HD+ Display
48MP + 8MP + 5MP + 2MP | 13MP Front Camera
5000 mAh Battery
Dimensity 720 5G Processor
1 Year Warranty Provided by the Manufacturer from Date of Purchase","₹21,780"
163,I Kall K-60,"32 MB RAM | 64 MB ROM
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1500 mAh Battery
1 Year Manufacturer warranty","₹1,649"
164,"SAMSUNG Galaxy M12 (White, 128 GB)","6 GB RAM | 128 GB ROM
16.51 cm (6.5 inch) Display
48MP Rear Camera
6000 mAh Battery
1 Year","₹13,542"
165,"Xiaomi 11i 5G (Pacific Pearl, 128 GB)","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.94 cm (6.67 inch) Full HD+ AMOLED Display
108MP Rear Camera | 16MP Front Camera
5160 mAh Li-Polymer Battery
Mediatek Dimensity 920 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories","₹24,999"
166,GFive A2,"32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
1000 mAh Battery
1 Year Manufacturer warranty.",₹699
167,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 2.8 inch Display Screen, 0.8 mp Camera ...","0 MB ROM | Expandable Upto 32 GB
7.11 cm (2.8 inch) Display
0.8MP Rear Camera
2800 mAh Battery
1 Year Brand Replacement Warranty","₹1,219"
168,"realme C25Y (Glacier Blue, 64 GB)","4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
50MP + 2MP + 2MP | 8MP Front Camera
5000 mAh Battery
Unisoc T610 Octa Core Processor
1 Year Warranty for Mobile and 6 Months for Accessories","₹10,999"
169,"Xiaomi 11i 5G (Stealth Black, 128 GB)","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.94 cm (6.67 inch) Full HD+ AMOLED Display
108MP Rear Camera | 16MP Front Camera
5160 mAh Li-Polymer Battery
Mediatek Dimensity 920 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories","₹26,999"
170,"SAMSUNG Galaxy F12 (Sea Green, 128 GB)","4 GB RAM | 128 GB ROM | Expandable Upto 512 GB
16.55 cm (6.515 inch) HD+ Display
48MP + 5MP + 2MP + 2MP | 8MP Front Camera
6000 mAh Lithium-ion Battery
Exynos 850 Processor
1 Year Warranty Provided by the Manufacturer from Date of Purchase","₹12,499"
171,WIZPHONE W5 AIR,"32 MB RAM | 32 MB ROM
4.57 cm (1.8 inch) Display
1.2MP Rear Camera
2500 mAh Battery
6 Months Warranty","₹1,049"
172,"GIONEE Max (Red, 32 GB)","2 GB RAM | 32 GB ROM | Expandable Upto 256 GB
15.49 cm (6.1 inch) HD+ Display
13MP + Digital Camera | 5MP Front Camera
5000 mAh Lithium-ion Polymer Battery
Octa Core Processor
One Year for Handset, 6 Months for Accessories","₹6,299"
173,"realme 8s 5G (Universe Purple, 128 GB)","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) Full HD+ Display
64MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Battery
MediaTek Dimensity 810 5G Processor
33 W Charger
1 Year Warranty for Mobile and 6 Months for Accessories","₹19,999"
174,Nokia 105 SS 2021,"4 MB RAM | 4 MB ROM
4.5 cm (1.77 inch) Quarter QVGA Display
800 mAh Lithium Ion Battery
Brand Warranty of 1 Year Available for Mobile","₹1,299"
175,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 1.77 inch Display Screen, 0.8 mp Camera...","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
4.5 cm (1.77 inch) Display
0.8MP + 0.8MP
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",₹999
176,"realme 8s 5G (Universe Blue, 128 GB)","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) Full HD+ Display
64MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Battery
MediaTek Dimensity 810 5G Processor
33 W Charger
1 Year Warranty for Mobile and 6 Months for Accessories","₹17,999"
177,"vivo Y12G (Glacier Blue, 32 GB)","3 GB RAM | 32 GB ROM | Expandable Upto 256 GB
16.54 cm (6.51 inch) HD+ Display
13MP + 2MP | 8MP Front Camera
5000 mAh Li-ion Battery
Qualcomm Snapdragon 439 Processor
1 Year Warranty for Handset and 6 Months for In-box Accessories","₹10,990"
178,"REDMI Note 10S (Shadow Black, 128 GB)","8 GB RAM | 128 GB ROM | Expandable Upto 512 GB
16.33 cm (6.43 inch) Full HD+ Display
64MP + 8MP + 2MP + 2MP | 13MP Front Camera
5000 mAh Lithium-Ploymer Battery
Mediatek Helio G95 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","₹18,499"
179,IAIR S19,"32 MB RAM | 32 MB ROM
6.1 cm (2.4 inch) NA Display
0.8MP Rear Camera
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹1,299"
180,"MOTOROLA Edge 20 Fusion (Cyber Teal, 128 GB)","6 GB RAM | 128 GB ROM
16.94 cm (6.67 inch) Full HD+ Display
108MP + 8MP + 2MP | 32MP Front Camera
5000 mAh Battery
MediaTek Dimensity 800U Processor
90Hz Refresh Rate AMOLED Display
13 5G Bands
1 Year on Handset and 6 Months on Accessories","₹21,499"
181,"POCO C3 (Matte Black, 64 GB)","4 GB RAM | 64 GB ROM | Expandable Upto 512 GB
16.59 cm (6.53 inch) HD+ Display
13MP + 2MP + 2MP | 5MP Front Camera
5000 mAh Li-ion Polymer Battery
Mediatek Helio G35 Processor
1 Year on Handset and 6 Months on Accessories","₹9,499"
182,"realme C25s (Watery Blue, 128 GB)","4 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
13MP + 2MP + 2MP | 8MP Front Camera
6000 mAh Battery
MediaTek Helio G85 Processor
1 Year Warranty for Mobile and 6 Months for Accessories","₹11,999"
183,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 2.4 inch Display Screen, 0.8 mp Camera ...","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) Display
0.8MP + 0.8MP
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹1,289"
184,"realme C25s (Watery Grey, 128 GB)","4 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
13MP + 2MP + 2MP | 8MP Front Camera
6000 mAh Battery
MediaTek Helio G85 Processor
1 Year Warranty for Mobile and 6 Months for Accessories","₹11,999"
185,KARBONN K9 max,"64 MB RAM | 64 MB ROM
6.6 cm (2.6 inch) QVGA Display
2MP Rear Camera
2500 mAh Battery
1 Year Manufacturer Warranty","₹1,348"
186,Micromax X809,"32 MB RAM | 32 MB ROM
7.11 cm (2.8 inch) Display
1MP Rear Camera
1000 mAh Battery
1 Year Warranty","₹1,154"
187,I Kall K-60,"32 MB RAM | 64 MB ROM
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1500 mAh Battery
1 Year Manufacturer warranty","₹1,649"
188,"GIONEE Max Pro (Blue, 32 GB)","3 GB RAM | 32 GB ROM | Expandable Upto 256 GB
16.56 cm (6.52 inch) HD+ Display
13MP + 2MP | 8MP Front Camera
6000 mAh Lithium Polymer Battery
Octa Core Processor
One Year for Handset, 6 Months for Accessories","₹7,299"
189,LAVA Hero 600+,"4 MB RAM | 3 MB ROM | Expandable Upto 32 GB
4.57 cm (1.8 inch) QVGA Display
620 mAh Lithium-ion Battery
1 Year Warranty for Phone and 6 Months Warranty for Accessories in the Box",₹890
190,"vivo V23 5G (Stardust Black, 128 GB)","8 GB RAM | 128 GB ROM
16.36 cm (6.44 inch) Full HD+ Display
64MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera
4200 mAh Lithium Battery
Mediatek Dimensity 920 Processor
1 Year for Handset and 6 Months for Accessories","₹29,990"
191,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 2.8 inch Display Screen, 0.8 mp Camera ...","0 MB ROM | Expandable Upto 32 GB
7.11 cm (2.8 inch) Display
0.8MP Rear Camera
2800 mAh Battery
1 Year Brand Replacement Warranty","₹1,219"
192,"SAMSUNG Galaxy M32 (Light Blue, 64 GB)","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.26 cm (6.4 inch) Full HD+ Display
64MP + 8MP + 2MP + 2MP | 20MP Front Camera
6000 mAh Battery
MediaTek Helio G80 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase","₹14,938"
193,LAVA A3 Power,"32 MB RAM | 24 MB ROM | Expandable Upto 32 GB
4.5 cm (1.77 inch) Quarter QVGA Display
0.3MP Rear Camera
2575 mAh Li-ion Battery
1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories In the Box","₹1,429"
194,"realme Narzo 30 5G (Racing Silver, 128 GB)","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) Full HD+ Display
48MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Battery
MediaTek Dimensity 700 (MT6833) Processor
1 Year Warranty for Mobile and 6 Months for Accessories","₹16,999"
195,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 1.77 inch Display Screen, 0.8 mp Camera...","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
4.5 cm (1.77 inch) Display
0.8MP + 0.8MP
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",₹999
196,"POCO C3 (Arctic Blue, 64 GB)","4 GB RAM | 64 GB ROM | Expandable Upto 512 GB
16.59 cm (6.53 inch) HD+ Display
13MP + 2MP + 2MP | 5MP Front Camera
5000 mAh Li-ion Polymer Battery
Mediatek Helio G35 Processor
1 Year on Handset and 6 Months on Accessories","₹9,499"
197,"OPPO A16 (Pearl Blue, 64 GB)","4 GB RAM | 64 GB ROM
16.56 cm (6.52 inch) HD+ Display
13MP Rear Camera | 8MP Front Camera
5000 mAh Battery
MediaTek Helio G35 Processor
Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories","₹13,490"
198,"APPLE iPhone 12 Mini (White, 64 GB)","64 GB ROM
13.72 cm (5.4 inch) Super Retina XDR Display
12MP + 12MP | 12MP Front Camera
A14 Bionic Chip with Next Generation Neural Engine Processor
Ceramic Shield
Industry-leading IP68 Water Resistance
All Screen OLED Display
12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording
Brand Warranty for 1 Year","₹49,999"
199,WIZPHONE W5 AIR,"32 MB RAM | 32 MB ROM
4.57 cm (1.8 inch) Display
1.2MP Rear Camera
2500 mAh Battery
6 Months Warranty","₹1,049"
200,"Micromax IN Note 1 (White, 64 GB)","4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.94 cm (6.67 inch) Full HD+ Display
48MP + 5MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Li-Polymer Battery
MediaTek Helio G85 (MT6769V/CZ) Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","₹9,999"
201,"Micromax IN Note 1 (Green, 64 GB)","4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.94 cm (6.67 inch) Full HD+ Display
48MP + 5MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Li-Polymer Battery
MediaTek Helio G85 (MT6769V/CZ) Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","₹9,999"
202,GFive U707,"32 MB RAM | 64 MB ROM | Expandable Upto 16 GB
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
950 mAh Battery
1 Year Manufacturer warranty.",₹749
203,IAIR S19,"32 MB RAM | 32 MB ROM
6.1 cm (2.4 inch) NA Display
0.8MP Rear Camera
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹1,299"
204,GFive U707,"32 MB RAM | 64 MB ROM | Expandable Upto 16 GB
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
950 mAh Battery
1 Year Manufacturer warranty.",₹749
205,"Infinix Note 11s Free Fire Edition (Haze Green, 128 GB)","8 GB RAM | 128 GB ROM | Expandable Upto 512 GB
17.65 cm (6.95 inch) Full HD+ Display
50 MP + 2 MP Depth Lens + 2 MP Macro Lens | 16MP Front Camera
5000 mAh Li-ion Polymer Battery
MediaTek Helio G96 Processor
1 Year on Handset and 6 Months on Accessories","₹15,999"
206,Nokia 150 DS 2020,"4 MB RAM | 4 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1020 mAh Lithium-ion Battery
MediaTek Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase","₹2,499"
207,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 2.4 inch Display Screen, 0.8 mp Camera ...","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) Display
0.8MP + 0.8MP
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹1,289"
208,"vivo Y33s (Mirror Black, 128 GB)","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.71 cm (6.58 inch) Full HD+ Display
50MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium Battery
MediaTek Helio G80 Processor
1 Year for Handset and 6 Months for In-box Accessories","₹18,990"
209,"vivo Y33s (Midday Dream, 128 GB)","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.71 cm (6.58 inch) Full HD+ Display
50MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium Battery
MediaTek Helio G80 Processor
1 Year for Handset and 6 Months for In-box Accessories","₹18,990"
210,anee P3,"32 MB RAM | 32 MB ROM
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
2500 mAh Battery
12 Months",₹780
211,I Kall K-60,"32 MB RAM | 64 MB ROM
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1500 mAh Battery
1 Year Manufacturer warranty","₹1,649"
212,Itel Ace Young Without Charger,"4 MB RAM | 4 MB ROM | Expandable Upto 32 GB
4.57 cm (1.8 inch) Quarter QVGA Display
1000 mAh Lithium ion Battery
6 Months Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase",₹799
213,Itel Ace Young Without Charger,"4 MB RAM | 4 MB ROM | Expandable Upto 32 GB
4.57 cm (1.8 inch) Quarter QVGA Display
1000 mAh Lithium ion Battery
6 Months Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase",₹799
214,"Infinix Note 11 (Glacier Green, 64 GB)","4 GB RAM | 64 GB ROM | Expandable Upto 512 GB
17.02 cm (6.7 inch) Full HD+ AMOLED Display
50 MP + 2 MP + AI Lens | 16MP Front Camera
5000 mAh Li-ion Polymer Battery
Mediatek Helio G88 Processor
1 Year on Handset and 6 Months on Accessories","₹12,499"
215,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 2.8 inch Display Screen, 0.8 mp Camera ...","0 MB ROM | Expandable Upto 32 GB
7.11 cm (2.8 inch) Display
0.8MP Rear Camera
2800 mAh Battery
1 Year Brand Replacement Warranty","₹1,219"
216,"vivo Y33T (Mid day dream, 128 GB)","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.71 cm (6.58 inch) Full HD+ Display
50MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium Battery
Qualcomm Snapdragon 680 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","₹18,990"
217,Micromax X741,"32 MB RAM | 32 MB ROM
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1750 mAh Battery
1 Year Product and 6 Month Accessories Manufacturer Warranty Repair or Replacement Manufacture Defect Liquid or Damaged","₹1,311"
218,"MOTOROLA g31 (Baby Blue, 128 GB)","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.43 cm (6.47 inch) Full HD+ Display
50MP + 8MP + 2MP | 13MP Front Camera
5000 mAh LiPo Battery
Mediatek Helio G85 Processor
1 Year on Handset and 6 Months on Accessories","₹14,999"
219,WIZPHONE W5 AIR,"32 MB RAM | 32 MB ROM
4.57 cm (1.8 inch) Display
1.2MP Rear Camera
2500 mAh Battery
6 Months Warranty","₹1,049"
220,Motorola a10,"4 MB RAM | 4 MB ROM | Expandable Upto 32 GB
4.57 cm (1.8 inch) Quarter QVGA Display
1750 mAh Battery
2 Year Replacement","₹1,399"
221,Motorola a10,"4 MB RAM | 4 MB ROM | Expandable Upto 32 GB
4.57 cm (1.8 inch) Quarter QVGA Display
1750 mAh Battery
2 Year Replacement","₹1,399"
222,"OPPO A16 (Crystal Black, 64 GB)","4 GB RAM | 64 GB ROM
16.56 cm (6.52 inch) HD+ Display
13MP Rear Camera | 8MP Front Camera
5000 mAh Battery
MediaTek Helio G35 Processor
Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories","₹13,490"
223,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 1.77 inch Display Screen, 0.8 mp Camera...","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
4.5 cm (1.77 inch) Display
0.8MP + 0.8MP
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",₹999
224,"Itel Magic2 4G( WiFi,Hotspot Tethering)","64 MB RAM | 128 MB ROM | Expandable Upto 64 GB
6.1 cm (2.4 inch) QVGA Display
1.3MP Rear Camera
1900 mAh Lithium ion Battery
Unisoc T117 Processor
1 Year Warranty, 100 Days Replacement within 1 Year of Phone Warranty, 6 Months on Accessories and One time Screen Replacement within 365 Days.","₹2,577"
225,Kechaoda A26,"32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
1.68 cm (0.66 inch) Display
800 mAh Battery
1 Year Company Warranty","₹1,180"
226,Itel Ace,"4 MB RAM | 4 MB ROM | Expandable Upto 32 GB
4.57 cm (1.8 inch) Display
1000 mAh Lithium-ion Battery
SC6531E Processor
6 Months Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase",₹849
227,IAIR S19,"32 MB RAM | 32 MB ROM
6.1 cm (2.4 inch) NA Display
0.8MP Rear Camera
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹1,299"
228,Itel Ace,"4 MB RAM | 4 MB ROM | Expandable Upto 32 GB
4.57 cm (1.8 inch) Display
1000 mAh Lithium-ion Battery
SC6531E Processor
6 Months Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase",₹849
229,"POCO C3 (Lime Green, 32 GB)","3 GB RAM | 32 GB ROM | Expandable Upto 512 GB
16.59 cm (6.53 inch) HD+ Display
13MP + 2MP + 2MP | 5MP Front Camera
5000 mAh Li-ion Polymer Battery
Mediatek Helio G35 Processor
1 Year on Handset and 6 Months on Accessories","₹8,499"
230,"Itel A23 Pro (Lake Blue, 8 GB)","1 GB RAM | 8 GB ROM | Expandable Upto 32 GB
12.7 cm (5 inch) FWVGA Display
2MP Rear Camera
2400 mAh Li-ion Battery
Unisoc 9832E Quad Core Processor
100 Days Replacement within 1 Year Warranty on Mobile Device and 6 months on Accessories","₹3,880"
231,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 2.4 inch Display Screen, 0.8 mp Camera ...","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) Display
0.8MP + 0.8MP
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹1,289"
232,"realme Narzo 30 Pro 5G (Sword Black, 64 GB)","6 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) Full HD+ Display
48MP + 8MP + 2MP | 16MP Front Camera
5000 mAh Battery
MediaTek Dimensity 800U Processor
1 Year Warranty for Mobile and 6 Months for Accessories","₹16,999"
233,"SAMSUNG Galaxy F42 5G (Matte Aqua, 128 GB)","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
64MP + 5MP + 2MP | 8MP Front Camera
5000 mAh Lithium-ion Battery
MediaTek Dimensity 700 Processor
1 Year Warranty Provided by the Manufacturer from Date of Purchase","₹22,999"
234,Kechaoda K33,"32 MB RAM | 32 MB ROM
3.56 cm (1.4 inch) Display
0.3MP Rear Camera
800 mAh Battery
1 Year Warranty","₹1,049"
235,I Kall K-60,"32 MB RAM | 64 MB ROM
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1500 mAh Battery
1 Year Manufacturer warranty","₹1,649"
236,"vivo Y53s (Deep Sea Blue, 128 GB)","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.71 cm (6.58 inch) Full HD+ Display
64MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Battery
MediaTek Helio G80 Processor
1 Year Warranty for Handset and 6 Months for In-box Accessories","₹19,490"
237,"OPPO A31 (Lake Green, 64 GB)","4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
12MP + 2MP + 2MP | 8MP Front Camera
4230 mAh Battery
MediaTek Helio P35 Octa Core Processor
Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories","₹12,178"
238,"realme C21 (Cross Black, 64 GB)","4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
13MP + 2MP + 2MP | 5MP Front Camera
5000 mAh Battery
MediaTek Helio G35 Processor
1 Year Warranty for Mobile and 6 Months for Accessories","₹10,499"
239,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 2.8 inch Display Screen, 0.8 mp Camera ...","0 MB ROM | Expandable Upto 32 GB
7.11 cm (2.8 inch) Display
0.8MP Rear Camera
2800 mAh Battery
1 Year Brand Replacement Warranty","₹1,219"
240,"POCO M2 Pro (Two Shades of Black, 64 GB)","6 GB RAM | 64 GB ROM | Expandable Upto 512 GB
16.94 cm (6.67 inch) Full HD+ Display
48MP + 8MP + 5MP + 2MP | 16MP Front Camera
5000 mAh Lithium-ion Polymer Battery
Qualcomm Snapdragon 720G Processor
1 Year for Handset, 6 Months for Accessories","₹14,999"
241,Kechaoda K115,"32 MB RAM | 32 MB ROM
3.66 cm (1.44 inch) Display
0.3MP Rear Camera
850 mAh Battery
6 Months","₹1,080"
242,"OPPO A53 (Moonlight Black, 64 GB)","4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
13MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium-ion Polymer Battery
Qualcomm Snapdragon 460 Processor
Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories","₹11,990"
