,Brand,Specs,Price
243,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 1.77 inch Display Screen, 0.8 mp Camera...","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
4.5 cm (1.77 inch) Display
0.8MP + 0.8MP
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",₹999
244,GFive U106,"32 MB RAM | 64 MB ROM | Expandable Upto 16 GB
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
950 mAh Battery
1 Year Manufacturer warranty.",₹738
245,"Tecno Spark 7T (Magnet Black, 128 GB)","4 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.56 cm (6.52 inch) HD+ Display
48MP Rear Camera | 8MP Front Camera
6000 mAh Battery
Helio G35 Processor
One Year Warranty for Handset, 6 Months for Accessories","₹10,975"
246,"SAMSUNG Galaxy F42 5G (Matte Aqua, 128 GB)","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
64MP + 5MP + 2MP | 8MP Front Camera
5000 mAh Lithium-ion Battery
MediaTek Dimensity 700 Processor
1 Year Warranty Provided by the Manufacturer from Date of Purchase","₹20,999"
247,WIZPHONE W5 AIR,"32 MB RAM | 32 MB ROM
4.57 cm (1.8 inch) Display
1.2MP Rear Camera
2500 mAh Battery
6 Months Warranty","₹1,049"
248,"Infinix Note 11 (Graphite Black, 64 GB)","4 GB RAM | 64 GB ROM | Expandable Upto 512 GB
17.02 cm (6.7 inch) Full HD+ AMOLED Display
50 MP + 2 MP + AI Lens | 16MP Front Camera
5000 mAh Li-ion Polymer Battery
Mediatek Helio G88 Processor
1 Year on Handset and 6 Months on Accessories","₹12,499"
249,BlackZone B312,"10 MB RAM | 10 MB ROM | Expandable Upto 32 GB
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
1000 mAh Battery
12 Months Warranty",₹799
250,"GIONEE Max Pro (Red, 32 GB)","3 GB RAM | 32 GB ROM | Expandable Upto 256 GB
16.56 cm (6.52 inch) HD+ Display
13MP + 2MP | 8MP Front Camera
6000 mAh Lithium Polymer Battery
Octa Core Processor
One Year for Handset, 6 Months for Accessories","₹7,299"
251,IAIR S19,"32 MB RAM | 32 MB ROM
6.1 cm (2.4 inch) NA Display
0.8MP Rear Camera
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹1,299"
252,SAMSUNG GURU 1200,"NA MB ROM
3.86 cm (1.52 inch) Display
800 mAh Battery
1 YEAR","₹1,559"
253,"SAMSUNG Galaxy M32 (Light Blue, 128 GB)","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.26 cm (6.4 inch) Full HD+ Display
64MP + 8MP + 2MP + 2MP | 20MP Front Camera
6000 mAh Battery
MediaTek Helio G80 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase","₹17,175"
254,KARBONN KX5,"32 MB RAM | 32 MB ROM
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
2500 mAh Battery
1 year","₹1,074"
255,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 2.4 inch Display Screen, 0.8 mp Camera ...","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) Display
0.8MP + 0.8MP
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹1,289"
256,Nokia 110 TA-1302 DS,"4 MB RAM | 4 MB ROM | Expandable Upto 32 MB
4.5 cm (1.77 inch) QVGA Display
1MP Rear Camera
800 mAh Battery
Brand Warranty of 1 Year Available for Mobile","₹1,699"
257,"vivo V23 5G (Sunshine Gold, 256 GB)","12 GB RAM | 256 GB ROM
16.36 cm (6.44 inch) Full HD+ Display
64MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera
4200 mAh Lithium Battery
Mediatek Dimensity 920 Processor
1 Year for Handset and 6 Months for Accessories","₹34,990"
258,SAMSUNG Metro 313 Dual Sim,"10 MB RAM | 2 MB ROM | Expandable Upto 16 GB
5.08 cm (2 inch) QVGA Display
0.3MP Rear Camera
1000 mAh Battery
0 0 0 0 Processor Processor
1 Year Manufacturer Warranty","₹2,490"
259,I Kall K-60,"32 MB RAM | 64 MB ROM
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1500 mAh Battery
1 Year Manufacturer warranty","₹1,649"
260,Micromax X389,"32 MB RAM | 32 MB ROM
4.5 cm (1.77 inch) Display
0.3MP Rear Camera
1000 mAh Battery
1 Year Product and 6 Month Accessories",₹984
261,BlackZone PRITHVI,"32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
3.66 cm (1.44 inch) Display
1100 mAh Battery
1 Year Manufacturer Warranty for Device",₹715
262,Nokia TA-1010/105,"4 MB RAM | 4 MB ROM
4.5 cm (1.77 inch) Quarter QVGA Display
800 mAh Lithium Ion Battery
Brand Warranty of 1 Year Available for Mobile","₹1,299"
263,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 2.8 inch Display Screen, 0.8 mp Camera ...","0 MB ROM | Expandable Upto 32 GB
7.11 cm (2.8 inch) Display
0.8MP Rear Camera
2800 mAh Battery
1 Year Brand Replacement Warranty","₹1,219"
264,"Redmi 9A (Midnight Black, 32 GB)","2 GB RAM | 32 GB ROM
16.59 cm (6.53 inch) Full HD+ Display
13MP Rear Camera
5000 mAh Battery
1 Year Manufacturer Warranty","₹7,749"
265,"realme C21 (Cross Blue, 32 GB)","3 GB RAM | 32 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
13MP + 2MP + 2MP | 5MP Front Camera
5000 mAh Battery
MediaTek Helio G35 Processor
1 Year Warranty for Mobile and 6 Months for Accessories","₹9,499"
266,"Tecno spark 7 (morpheus blue, 32 GB)","2 GB RAM | 32 GB ROM | Expandable Upto 256 GB
16.56 cm (6.52 inch) HD+ Display
16MP Rear Camera | 8MP Front Camera
6000 mAh Battery
Helio A25 Processor
One Year Warranty for Handset, 6 Months for Accessories","₹7,888"
267,WIZPHONE W5 AIR,"32 MB RAM | 32 MB ROM
4.57 cm (1.8 inch) Display
1.2MP Rear Camera
2500 mAh Battery
6 Months Warranty","₹1,049"
268,"REDMI Note 10S (Deep Sea Blue, 64 GB)","6 GB RAM | 64 GB ROM | Expandable Upto 512 GB
16.33 cm (6.43 inch) Full HD+ Display
64MP + 8MP + 2MP + 2MP | 13MP Front Camera
5000 mAh Lithium-Ploymer Battery
Mediatek Helio G95 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","₹15,999"
269,"APPLE iPhone 12 Mini (Blue, 64 GB)","64 GB ROM
13.72 cm (5.4 inch) Super Retina XDR Display
12MP + 12MP | 12MP Front Camera
A14 Bionic Chip with Next Generation Neural Engine Processor
Ceramic Shield
Industry-leading IP68 Water Resistance
All Screen OLED Display
12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording
Brand Warranty for 1 Year","₹49,999"
270,"Infinix Note 10 Pro (Nordic Secret, 256 GB)","8 GB RAM | 256 GB ROM | Expandable Upto 256 GB
17.65 cm (6.95 inch) Full HD+ Display
64MP + 8MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Li-ion Polymer Battery
MediaTek Helio G95 Processor
33W Charger | 90Hz Refresh Rate
1 Year on Handset and 6 Months on Accessories","₹16,999"
271,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 1.77 inch Display Screen, 0.8 mp Camera...","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
4.5 cm (1.77 inch) Display
0.8MP + 0.8MP
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",₹999
272,Itel Ace Star,"4 MB RAM | 4 MB ROM | Expandable Upto 32 GB
4.57 cm (1.8 inch) Display
1000 mAh Lithium ion Battery
6 Months Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase",₹849
273,Itel Ace Star,"4 MB RAM | 4 MB ROM | Expandable Upto 32 GB
4.57 cm (1.8 inch) Display
1000 mAh Lithium ion Battery
6 Months Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase",₹939
274,"REDMI NOTE 10 LITE (Glacier White, 64 GB)","4 GB RAM | 64 GB ROM
16.94 cm (6.67 inch) Display
48MP Rear Camera
5020 mAh Battery
1 Year Manufacturer Warranty","₹14,999"
275,IAIR S19,"32 MB RAM | 32 MB ROM
6.1 cm (2.4 inch) NA Display
0.8MP Rear Camera
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹1,299"
276,"REDMI Note 10 Lite (Glacier White, 128 GB)","6 GB RAM | 128 GB ROM
16.94 cm (6.67 inch) Display
48MP Rear Camera
5020 mAh Battery
1 Year Manufacturer Warranty","₹16,249"
277,"REDMI Note 10 Lite (Interstellar Black, 128 GB)","4 GB RAM | 128 GB ROM
16.94 cm (6.67 inch) Display
48MP Rear Camera
5020 mAh Battery
1 Year Manufacturer Warranty","₹15,042"
278,DIZO Star 300,"32 MB RAM | 32 MB ROM | Expandable Upto 64 GB
4.5 cm (1.77 inch) Quarter QVGA Display
0.3MP Rear Camera
2550 mAh Battery
SC6531E Processor
1 Year Warranty","₹1,299"
279,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 2.4 inch Display Screen, 0.8 mp Camera ...","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) Display
0.8MP + 0.8MP
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹1,289"
280,KARBONN KX5,"32 MB RAM | 32 MB ROM
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
2500 mAh Battery
1 year",₹949
281,I Kall K3310,"32 MB RAM | 31 MB ROM
4.5 cm (1.77 inch) Display
0.3MP Rear Camera
1000 mAh Battery
1 Year warranty for device and 6 Months for box accessories",₹729
282,I Kall K3310,"32 MB RAM | 32 MB ROM
4.5 cm (1.77 inch) Display
0.3MP Rear Camera
1000 mAh Battery
1 Year warranty for device and 6 Months for box accessories",₹729
283,I Kall K-60,"32 MB RAM | 64 MB ROM
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1500 mAh Battery
1 Year Manufacturer warranty","₹1,649"
284,SAMSUNG GURU MUSIC 2,"8 MB RAM | 0 GB ROM | Expandable Upto 16 GB
5.08 cm (2 inch) QVGA Display
0MP | 0MP Front Camera
800 mAh Battery
0 0 0 208MHz Processor
1 Year Manufacturer's Warranty","₹2,065"
285,LAVA A1 2021,"32 MB RAM | 24 MB ROM | Expandable Upto 32 GB
4.5 cm (1.77 inch) Display
0.3MP Rear Camera
800 mAh Li-ion Battery
1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box","₹1,066"
286,KARBONN KX 10i,"32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
4.57 cm (1.8 inch) Display
800 mAh Battery
1 Year Brand Warranty for Handset and 6 Months for Accessories",₹856
287,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 2.8 inch Display Screen, 0.8 mp Camera ...","0 MB ROM | Expandable Upto 32 GB
7.11 cm (2.8 inch) Display
0.8MP Rear Camera
2800 mAh Battery
1 Year Brand Replacement Warranty","₹1,219"
288,"vivo Y21T (Pearl White, 128 GB)","4 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.71 cm (6.58 inch) Full HD+ Display
50MP + 2MP + 2MP | 8MP Front Camera
5000 mAh Lithium Battery
Qualcomm Snapdragon 680 Processor
1 Year for Device & 6 Months for In-box Accessories","₹16,490"
289,I Kall K88,"32 MB RAM | 32 MB ROM
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
2500 mAh Battery
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",₹999
290,Kechaoda K33,"32 MB RAM | 32 MB ROM
3.56 cm (1.4 inch) Display
0.3MP Rear Camera
800 mAh Battery
1 Year Warranty","₹1,065"
291,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 1.77 inch Display Screen, 0.8 mp Camera...","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
4.5 cm (1.77 inch) Display
0.8MP + 0.8MP
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",₹999
292,SAMSUNG Guru Music 2 SM-B315E,"Expandable Upto 16 GB
5.08 cm (2 inch) QVGA Display
0MP Front Camera
800 mAh Battery
0 0 0 208MHz Processor
1 Year Manufacturer's Warranty","₹2,075"
293,"Itel Vision1 (Gradation Green, 32 GB)","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
15.46 cm (6.088 inch) HD+ Display
8MP + 0.3MP | 5MP Front Camera
4000 mAh Lithium-ion Polymer Battery
Unisoc SC9863A Octa Core Processor
1 Year on Handset with 100 Days Replacement","₹6,999"
294,"Itel Vision1 (Gradation Blue, 32 GB)","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
15.46 cm (6.088 inch) HD+ Display
8MP + 0.3MP | 5MP Front Camera
4000 mAh Lithium-ion Polymer Battery
Unisoc SC9863A Octa Core Processor
1 Year on Handset with 100 Days Replacement","₹6,999"
295,WIZPHONE W5 AIR,"32 MB RAM | 32 MB ROM
4.57 cm (1.8 inch) Display
1.2MP Rear Camera
2500 mAh Battery
6 Months Warranty","₹1,049"
296,"Redmi 9A (Midnight Black, 32 GB)","3 GB RAM | 32 GB ROM | Expandable Upto 512 GB
16.59 cm (6.53 inch) HD+ Display
13MP Rear Camera | 5MP Front Camera
5000 mAh Battery
MediaTek Helio G25 Processor
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹8,404"
297,Kechaoda A26,"32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
1.68 cm (0.66 inch) Display
800 mAh Battery
1 Year Company Warranty","₹1,120"
298,"MOTOROLA e40 (Carbon Gray, 64 GB)","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) HD+ Display
48MP + 2MP + 2MP | 8MP Front Camera
5000 mAh Battery
UNISOC T700 Processor
1 Year on Handset and 6 Months on Accessories","₹9,999"
299,IAIR S19,"32 MB RAM | 32 MB ROM
6.1 cm (2.4 inch) NA Display
0.8MP Rear Camera
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹1,299"
300,"Tecno SPARK 7 PRO (Magnet Black, 64 GB)","6 GB RAM | 64 GB ROM
17.27 cm (6.8 inch) Display
48MP Rear Camera
5000 mAh Battery
1 Year Warranty","₹11,200"
301,"Infinix Note 11s Free Fire Edition (Symphony Cyan, 128 GB)","8 GB RAM | 128 GB ROM | Expandable Upto 512 GB
17.65 cm (6.95 inch) Full HD+ Display
50 MP + 2 MP Depth Lens + 2 MP Macro Lens | 16MP Front Camera
5000 mAh Li-ion Polymer Battery
Mediatek Helio G96 Processor
1 Year on Handset and 6 Months on Accessories","₹15,999"
302,"Itel A48 (Gradation Black, 32 GB)","2 GB RAM | 32 GB ROM | Expandable Upto 128 GB
15.49 cm (6.1 inch) HD+ Display
5MP Rear Camera | 5MP Front Camera
3000 mAh Battery
Quad Core Processor
1YEAR Manufacturer Warrenty","₹6,189"
303,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 2.4 inch Display Screen, 0.8 mp Camera ...","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) Display
0.8MP + 0.8MP
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹1,289"
304,"SAMSUNG Galaxy M32 5G (Sky Blue, 128 GB)","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) HD+ Display
48MP + 8MP + 5MP + 2MP | 13MP Front Camera
5000 mAh Battery
Dimensity 720 5G Processor
1 Year Warranty Provided by the Manufacturer from Date of Purchase","₹21,892"
305,"Redmi 9A Sport (Metallic Blue, 32 GB)","2 GB RAM | 32 GB ROM | Expandable Upto 512 GB
16.59 cm (6.53 inch) HD+ Display
13MP Rear Camera | 5MP Front Camera
5000 mAh Battery
MediaTek Helio G25 Processor
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹7,779"
306,Kechaoda A27,"32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
1.68 cm (0.66 inch) Display
800 mAh Battery
1 Year Warranty","₹1,180"
307,I Kall K-60,"32 MB RAM | 64 MB ROM
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1500 mAh Battery
1 Year Manufacturer warranty","₹1,649"
308,"IAIR Basic Feature Dual Sim Mobile Phone with 1200mAh Battery, 1.7 inch Display Screen, 0.8 mp Camera ...","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
4.5 cm (1.77 inch) Display
0.8MP + 0.8MP
1200 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",₹809
309,BlackZone PRITHVI,"32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
3.66 cm (1.44 inch) Display
1100 mAh Battery
1 Year Manufacturer Warranty for Device",₹715
310,"OPPO A11K (Flowing Silver, 32 GB)","2 GB RAM | 32 GB ROM | Expandable Upto 256 GB
15.8 cm (6.22 inch) HD+ Display
13MP + 2MP | 5MP Front Camera
4230 mAh Li-polymer Battery
MediaTek Helio P35 Octa Core Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","₹8,990"
311,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 2.8 inch Display Screen, 0.8 mp Camera ...","0 MB ROM | Expandable Upto 32 GB
7.11 cm (2.8 inch) Display
0.8MP Rear Camera
2800 mAh Battery
1 Year Brand Replacement Warranty","₹1,219"
312,"SAMSUNG Galaxy A32 (Awesome Blue, 128 GB)","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.26 cm (6.4 inch) Full HD+ Display
64MP + 8MP + 5MP + 5MP | 20MP Front Camera
5000 mAh Lithium ion Battery
Mediatek Helio G80 Processor
1 Year Warranty Provided by the Manufacturer from Date of Purchase","₹23,750"
313,KARBONN KX 10i,"32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
4.57 cm (1.8 inch) Display
800 mAh Battery
1 Year Brand Warranty for Handset and 6 Months for Accessories",₹858
314,BlackZone ECO X,"32 MB RAM | 32 MB ROM
3.56 cm (1.4 inch) Display
0.3MP Rear Camera
1000 mAh Battery
1 YEAR","₹1,379"
315,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 1.77 inch Display Screen, 0.8 mp Camera...","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
4.5 cm (1.77 inch) Display
0.8MP + 0.8MP
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",₹999
316,BlackZone ECO X,"32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
3.66 cm (1.44 inch) Display
0.3MP Rear Camera
1000 mAh Battery
Brand Warranty of 1 Year Available for Mobile","₹1,400"
317,"SAMSUNG Galaxy A22 5G (Gray, 128 GB)","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
48MP + 5MP + 2MP | 8MP Front Camera
5000 mAh Lithium-ion Battery
MediaTek Dimensity 700 (MT6833V) Processor
1 Year Warranty Provided by the Manufacturer from Date of Purchase","₹17,779"
318,"REDMI Note 10S (Shadow Black, 64 GB)","6 GB RAM | 64 GB ROM | Expandable Upto 512 GB
16.33 cm (6.43 inch) Full HD+ Display
64MP + 8MP + 2MP + 2MP | 13MP Front Camera
5000 mAh Lithium-Ploymer Battery
Mediatek Helio G95 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","₹15,999"
319,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 1.77 inch Display Screen, 0.8 mp Camera...","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
4.5 cm (1.77 inch) Display
0.8MP + 0.8MP
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",₹999
320,"POCO C3 (Matte Black, 32 GB)","3 GB RAM | 32 GB ROM | Expandable Upto 512 GB
16.59 cm (6.53 inch) HD+ Display
13MP + 2MP + 2MP | 5MP Front Camera
5000 mAh Li-ion Polymer Battery
Mediatek Helio G35 Processor
1 Year on Handset and 6 Months on Accessories","₹8,499"
321,Kechaoda K112,"32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) QVGA Display
0.3MP Rear Camera
3600 mAh Battery
1 Year Manufacturer Warranty","₹1,485"
322,"SAMSUNG Galaxy A22 5G (Mint, 128 GB)","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
48MP + 5MP + 2MP | 8MP Front Camera
5000 mAh Lithium-ion Battery
MediaTek Dimensity 700 (MT6833V) Processor
1 Year Warranty Provided by the Manufacturer from Date of Purchase","₹20,190"
323,IAIR D10,"32 MB RAM | 32 MB ROM
4.5 cm (1.77 inch) Display
0.8MP Rear Camera
1800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹1,049"
324,"vivo Y1s (Aurora Blue, 32 GB)","3 GB RAM | 32 GB ROM | Expandable Upto 256 GB
15.8 cm (6.22 inch) HD+ Display
13MP Rear Camera | 5MP Front Camera
4030 mAh Battery
MediaTek Helio P35 Processor
1 Year for Handset and 6 Months for In-box Accessories","₹9,490"
325,LAVA A1 2021,"32 MB RAM | 24 MB ROM | Expandable Upto 32 GB
4.5 cm (1.77 inch) Display
0.3MP Rear Camera
800 mAh Li-ion Battery
1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box","₹1,066"
326,Itel Power 100 New,"4 MB RAM | 4 MB ROM | Expandable Upto 32 GB
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
2500 mAh Lithium-ion Battery
SC6531E Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase","₹1,218"
327,IAIR D50,"32 GB RAM | 32 GB ROM
4.5 cm (1.77 inch) Display
0.8MP Rear Camera
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹1,099"
328,I Kall K 19 Car,"32 MB RAM | 64 MB ROM
4.5 cm (1.77 inch) Display
0.3MP Rear Camera
800 mAh Battery
1 Year warranty for mobile and 6 Months for box accessories || 2000 Plus service centre all over India","₹1,299"
329,Micromax X746,"32 MB RAM | 32 MB ROM
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
3000 mAh Battery
1 Year Warranty","₹1,399"
330,"SAMSUNG Galaxy A22 (Black, 128 GB)","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.26 cm (6.4 inch) HD+ Display
48MP Rear Camera | 13MP Front Camera
5000 mAh Battery
1 Year","₹17,990"
331,I Kall K43,"32 MB RAM | 64 MB ROM
4.57 cm (1.8 inch) Display
800 mAh Battery
1 Year Manufacturer warranty",₹709
332,Kechaoda A26,"32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
1.68 cm (0.66 inch) Display
800 mAh Battery
1 Year Company Warranty","₹1,179"
333,"OPPO F17 Pro (Metallic White, 128 GB)","8 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.33 cm (6.43 inch) Full HD+ Display
48MP + 8MP + 2MP + 2MP | 16MP + 2MP Dual Front Camera
4015 mAh Lithium-ion Battery
MediaTek Helio P95 Processor
In-Display Fingerprint 3.0
30W VOOC Flash Charge 4.0
Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories","₹25,990"
334,"Redmi 9A Sport (Carbon Black, 32 GB)","2 GB RAM | 32 GB ROM | Expandable Upto 512 GB
16.59 cm (6.53 inch) HD+ Display
13MP Rear Camera | 5MP Front Camera
5000 mAh Battery
MediaTek Helio G25 Processor
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹7,748"
335,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 2.4 inch Display Screen, 0.8 mp Camera ...","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) Display
0.8MP + 0.8MP
2800 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","₹1,049"
